PRES,HGHT,TEMP,DWPT,FRPT,RELH,RELI,MIXR,DRCT,SKNT,THTA,THTE,THTV
119.4,15545.0,-72.68333333333334,-83.98333333333333,-79.85000000000001,18.333333333333332,35.0,0.0,248.33333333333334,35.666666666666664,367.90000000000003,367.9166666666667,367.90000000000003
119.5,15552.857142857143,-74.77142857142857,-86.08571428571429,-82.02857142857144,21.0,40.285714285714285,0.0,248.57142857142858,43.142857142857146,364.0285714285714,364.04285714285714,364.0285714285714
119.6,15545.0,-74.45,-84.3,-80.16666666666667,23.0,44.0,0.0,284.1666666666667,37.166666666666664,364.48333333333335,364.5,364.5
119.7,15545.0,-73.68571428571428,-83.32857142857142,-79.15714285714286,23.285714285714285,44.714285714285715,0.0,269.2857142857143,36.714285714285715,365.8142857142857,365.8285714285715,365.8142857142857
119.8,15545.0,-75.0,-83.36666666666666,-79.2,28.0,54.0,0.0,265.8333333333333,31.5,363.3,363.3,363.3
119.9,15545.0,-74.63333333333334,-83.89999999999999,-79.75,25.166666666666668,48.5,0.0,233.33333333333334,35.833333333333336,363.90000000000003,363.90000000000003,363.90000000000003
120.0,15567.608938547486,-75.42709497206704,-83.52290502793296,-79.38128491620111,30.77094972067039,59.39385474860335,0.006145251396648044,243.4050279329609,32.87988826815643,362.3656424581005,362.4142458100559,362.3673184357542
120.1,15545.0,-75.21111111111111,-83.06666666666666,-78.92222222222222,31.666666666666668,61.44444444444444,0.0011111111111111111,246.66666666666666,29.88888888888889,362.6666666666667,362.70000000000005,362.6666666666667
120.2,15545.0,-74.87272727272727,-82.45454545454545,-78.3,48.27272727272727,93.72727272727273,0.002727272727272727,247.72727272727272,35.90909090909091,363.20909090909095,363.23636363636365,363.20909090909095
120.3,15545.0,-74.44166666666666,-83.53333333333333,-79.39166666666667,26.416666666666668,50.833333333333336,0.0008333333333333334,247.08333333333334,33.166666666666664,363.9166666666667,363.925,363.9166666666667
120.4,15545.0,-75.83333333333333,-83.58333333333333,-79.43333333333334,30.166666666666668,58.333333333333336,0.0,230.83333333333334,34.833333333333336,361.3,361.31666666666666,361.3
120.5,15545.0,-73.62222222222222,-83.87777777777778,-79.75555555555555,22.11111111111111,42.44444444444444,0.0,262.77777777777777,36.111111111111114,365.2555555555556,365.27777777777777,365.2555555555556
120.6,15545.0,-74.1076923076923,-83.23846153846154,-79.06923076923077,25.23076923076923,48.23076923076923,0.0007692307692307692,257.6923076923077,32.76923076923077,364.33076923076925,364.33076923076925,364.33076923076925
120.7,15545.0,-75.4125,-82.5625,-78.4,34.375,66.75,0.00125,221.875,27.25,361.8,361.8,361.8
120.8,15545.0,-76.25,-83.72500000000001,-79.575,32.625,63.25,0.0,221.875,24.0,360.1875,360.225,360.1875
120.9,15545.0,-76.83333333333333,-82.33333333333333,-78.16666666666667,42.0,81.5,0.0,237.5,27.0,359.0333333333333,359.06666666666666,359.0333333333333
121.0,15521.24776119403,-74.92328358208955,-83.51313432835822,-79.36865671641792,28.797014925373134,55.55820895522388,0.0003283582089552239,247.8626865671642,33.19701492537313,362.43044776119405,362.44776119402985,362.4310447761194
121.1,15545.0,-74.7,-83.7,-79.56666666666666,25.666666666666668,49.166666666666664,0.0,241.66666666666666,35.666666666666664,362.76666666666665,362.7833333333333,362.76666666666665
