PRES,HGHT,TEMP,DWPT,FRPT,RELH,RELI,MIXR,DRCT,SKNT,THTA,THTE,THTV
13.0,29264.797385620917,-46.18235294117647,-83.26274509803922,-79.10915032679739,0.8104575163398693,1.2091503267973855,0.0316339869281045,117.30065359477123,29.37254901960784,784.9444444444445,785.324183006536,784.9607843137255
13.1,29230.55769230769,-45.57692307692308,-83.1576923076923,-79.0076923076923,0.7307692307692307,1.0769230769230769,0.0323076923076923,128.05769230769232,26.307692307692307,785.4019230769231,785.7826923076923,785.4211538461539
13.2,29182.355555555558,-46.06222222222223,-83.47555555555556,-79.33111111111111,0.6222222222222222,1.1111111111111112,0.03,126.57777777777778,26.91111111111111,782.02,782.3711111111111,782.0333333333333
13.3,29091.10714285714,-46.55,-83.60000000000001,-79.45357142857142,0.6785714285714286,1.1428571428571428,0.0289285714285714,127.57142857142856,36.96428571428572,778.5821428571428,778.9428571428572,778.6142857142858
13.4,29062.791666666668,-46.22083333333333,-83.42083333333333,-79.28750000000001,0.6666666666666666,1.1666666666666667,0.0295833333333333,140.875,28.125,778.0458333333332,778.3791666666666,778.0541666666667
13.5,29011.75,-46.335,-83.005,-78.85,0.7,1.15,0.0325,96.25,22.9,776.03,776.42,776.05
13.6,28936.444444444445,-46.32962962962964,-83.18148148148148,-79.02962962962964,0.7777777777777778,1.037037037037037,0.0311111111111111,115.11111111111111,29.703703703703702,774.4185185185185,774.7777777777778,774.425925925926
13.7,28930.86363636364,-46.54318181818182,-83.42727272727274,-79.27727272727272,0.8181818181818182,1.25,0.0288636363636363,132.4090909090909,25.704545454545453,772.1340909090909,772.4704545454545,772.1477272727273
13.8,28909.422222222223,-46.128888888888895,-83.30888888888889,-79.16,0.6888888888888889,1.0666666666666669,0.0295555555555555,133.24444444444444,20.73333333333333,771.9311111111111,772.2777777777778,771.9488888888889
13.9,28830.666666666668,-49.06666666666667,-84.21111111111111,-80.08333333333333,1.1111111111111112,1.9444444444444444,0.0244444444444444,117.72222222222224,34.72222222222222,760.3611111111111,760.6555555555556,760.3722222222223
14.0,28783.027027027027,-46.84362934362935,-83.55482625482625,-79.41351351351351,0.806949806949807,1.1544401544401544,0.028030888030888,128.47490347490347,28.64092664092664,766.2637065637065,766.5895752895754,766.2799227799228
14.1,28726.60975609756,-46.678048780487806,-83.57560975609756,-79.43414634146342,0.7073170731707317,1.0975609756097562,0.0270731707317073,129.5121951219512,29.82926829268293,765.2731707317073,765.580487804878,765.2829268292683
14.2,28667.828125,-46.61875,-83.3421875,-79.1875,0.859375,1.046875,0.02875,120.578125,28.234375,763.8671875,764.190625,763.8796875
14.3,28640.166666666668,-46.92777777777778,-83.40277777777777,-79.2486111111111,0.8194444444444444,1.1388888888888888,0.0283333333333333,139.29166666666666,26.75,761.25,761.5805555555556,761.2694444444445
14.4,28620.03529411765,-46.52588235294117,-83.1364705882353,-78.98588235294118,0.7647058823529411,1.1411764705882352,0.0291764705882352,130.03529411764706,26.564705882352943,761.1282352941176,761.4741176470588,761.1411764705882
14.5,28559.8,-47.115,-83.935,-79.8025,0.775,1.1,0.0255,117.525,30.225,757.7475000000001,758.04,757.7625
14.6,28476.86206896552,-47.67586206896552,-83.6896551724138,-79.54827586206896,0.8275862068965517,1.206896551724138,0.0258620689655172,113.24137931034484,33.51724137931034,754.4137931034483,754.7137931034483,754.4275862068966
14.7,28422.32,-48.352,-84.21600000000001,-80.08,0.8,1.2,0.024,138.0,28.8,750.632,750.9,750.632
14.8,28364.969696969696,-47.64848484848485,-83.9060606060606,-79.76666666666667,0.7272727272727273,1.121212121212121,0.026060606060606,103.0909090909091,35.121212121212125,751.4272727272727,751.709090909091,751.4333333333333
14.9,28343.416666666668,-48.10625,-84.02708333333334,-79.89166666666667,0.8541666666666666,1.2083333333333333,0.0247916666666666,120.89583333333331,28.95833333333333,748.4083333333333,748.6979166666666,748.4270833333334
15.0,28331.400843881856,-47.76413502109705,-83.84303797468354,-79.7042194092827,0.8375527426160337,1.1540084388185654,0.0246413502109704,132.79113924050634,24.79113924050633,748.2379746835443,748.5204641350211,748.2518987341773
15.1,28327.47191011236,-46.76067415730337,-83.48876404494382,-79.34382022471911,0.8089887640449438,1.1348314606741574,0.0268539325842696,127.7752808988764,23.707865168539325,750.1921348314607,750.4921348314607,750.2022471910112
15.2,28241.625,-48.3875,-83.98214285714286,-79.85714285714286,0.8571428571428571,1.2678571428571428,0.0241071428571428,123.01785714285714,25.357142857142858,743.4,743.6857142857143,743.4125
15.3,28184.555555555555,-48.11111111111112,-84.03148148148148,-79.89444444444445,0.8148148148148148,1.2407407407407407,0.0238888888888888,116.96296296296296,29.24074074074074,742.8907407407407,743.1685185185185,742.9055555555556
15.4,28136.615384615383,-47.8423076923077,-84.36346153846154,-80.24038461538461,0.7115384615384616,1.0961538461538465,0.0219230769230769,109.0576923076923,30.26923076923077,742.4019230769231,742.6519230769231,742.4057692307692
15.5,28084.88235294117,-48.02058823529412,-84.07941176470588,-79.9470588235294,0.8235294117647058,1.1764705882352942,0.023235294117647,104.26470588235294,32.97058823529412,740.4441176470588,740.6999999999999,740.4470588235295
15.6,28047.36,-48.586000000000006,-84.338,-80.22399999999999,0.82,1.2,0.0226,132.64,25.76,737.1560000000001,737.398,737.158
15.7,28035.089743589742,-48.17307692307692,-83.81666666666666,-79.68076923076923,0.9102564102564102,1.1923076923076923,0.0244871794871794,148.46153846153845,24.2948717948718,737.2974358974359,737.5692307692308,737.3064102564102
15.8,28017.75,-48.14605263157895,-84.09605263157896,-79.97105263157896,0.8421052631578947,1.3157894736842106,0.0247368421052631,132.1315789473684,21.05263157894737,735.9250000000001,736.2026315789474,735.9421052631578
15.9,27994.56363636364,-47.89272727272727,-83.65272727272726,-79.51454545454546,0.8,1.2363636363636363,0.0249090909090909,91.07272727272728,22.345454545454544,735.4527272727273,735.7254545454546,735.4709090909091
16.0,27909.177586206897,-48.66586206896552,-84.16655172413793,-80.03724137931034,0.8724137931034482,1.2706896551724138,0.0224482758620689,133.04655172413794,24.54655172413793,731.6325862068966,731.880172413793,731.6417241379311
16.1,27852.5,-48.62307692307692,-84.57692307692308,-80.45384615384616,0.7115384615384616,1.25,0.02,141.69230769230768,28.23076923076923,730.4519230769231,730.6826923076923,730.4538461538461
16.2,27816.40909090909,-48.29242424242425,-84.25454545454545,-80.12575757575758,0.7424242424242424,1.1666666666666667,0.0216666666666666,115.92424242424242,28.363636363636363,730.2151515151514,730.4606060606061,730.2181818181818
16.3,27765.29268292683,-48.428048780487806,-84.25121951219512,-80.12682926829268,0.7926829268292683,1.1585365853658536,0.0218292682926829,113.8780487804878,27.682926829268293,728.4560975609756,728.7012195121952,728.4682926829269
16.4,27730.420560747665,-48.94579439252336,-84.43457943925233,-80.31121495327102,0.8317757009345794,1.1962616822429906,0.0203738317757009,117.20560747663552,25.65420560747664,725.6084112149533,725.829906542056,725.6140186915887
16.5,27730.0,-48.99558823529412,-83.84117647058824,-79.71029411764707,0.9705882352941176,1.4705882352941178,0.0251470588235294,128.64705882352942,22.897058823529413,724.1794117647058,724.4470588235295,724.1911764705883
16.6,27702.093023255813,-48.55,-84.15232558139536,-80.03023255813955,1.313953488372093,1.976744186046512,0.0293023255813953,114.36046511627907,19.67441860465116,724.4744186046512,724.7779069767442,724.4872093023256
16.7,27628.549019607843,-49.66666666666666,-84.53921568627452,-80.41960784313724,0.8823529411764706,1.3333333333333333,0.0192156862745098,111.74509803921568,25.980392156862745,719.5333333333333,719.7470588235294,719.5431372549019
16.8,27559.509433962263,-49.5377358490566,-84.8943396226415,-80.78301886792453,0.8679245283018868,1.2264150943396226,0.0190566037735849,96.77358490566036,28.452830188679247,718.7433962264151,718.9509433962264,718.7509433962265
16.9,27515.83333333333,-48.98095238095237,-84.06666666666668,-79.95,1.0476190476190477,1.5952380952380951,0.0245238095238095,112.6904761904762,28.547619047619047,719.254761904762,719.5190476190476,719.2666666666667
17.0,27514.18089725036,-49.42981186685962,-84.47033285094066,-80.3506512301013,0.8827785817655571,1.3111432706222863,0.0199421128798842,129.04052098408104,24.263386396526773,716.6224312590448,716.8421128798842,716.6306801736613
17.1,27443.915789473685,-49.73157894736842,-84.69578947368421,-80.5821052631579,0.8947368421052632,1.263157894736842,0.0191578947368421,109.5157894736842,26.021052631578947,714.3726315789473,714.5736842105263,714.3800000000001
17.2,27428.5,-49.36065573770492,-84.57213114754097,-80.45819672131147,0.8360655737704918,1.278688524590164,0.0190983606557377,111.97540983606558,24.66393442622951,714.4081967213115,714.6155737704919,714.4139344262295
17.3,27410.974789915967,-49.37731092436975,-84.37731092436975,-80.25798319327731,1.0168067226890756,1.596638655462185,0.0262184873949579,127.32773109243698,23.932773109243698,713.2226890756302,713.5042016806723,713.2319327731093
17.4,27396.504587155963,-49.8394495412844,-84.5651376146789,-80.4467889908257,0.9174311926605504,1.4311926605504588,0.02,112.54128440366972,20.06422018348624,710.6339449541285,710.8477064220183,710.6431192660551
17.5,27324.879310344822,-50.2,-84.87241379310345,-80.76379310344828,0.8448275862068966,1.3103448275862069,0.0179310344827586,113.53448275862068,25.20689655172414,708.2724137931035,708.4586206896552,708.2741379310345
17.6,27248.10869565217,-49.73478260869565,-84.77826086956522,-80.67173913043479,0.8913043478260869,1.2608695652173914,0.018695652173913,108.2608695652174,25.02173913043478,708.5804347826087,708.7869565217392,708.5826086956522
17.7,27212.85714285714,-50.44761904761904,-85.14285714285714,-81.04761904761905,0.9047619047619048,1.3650793650793651,0.0182539682539682,115.55555555555556,28.793650793650794,705.1730158730159,705.3809523809524,705.1968253968254
17.8,27186.36842105263,-50.54561403508772,-85.29649122807017,-81.20526315789473,0.8070175438596491,1.350877192982456,0.0170175438596491,87.84210526315789,26.75438596491228,703.7526315789474,703.9421052631578,703.7631578947369
17.9,27158.220588235294,-49.88676470588236,-84.96176470588235,-80.86323529411764,0.8529411764705882,1.2941176470588236,0.0172058823529411,97.91176470588236,28.029411764705884,704.725,704.9132352941176,704.7352941176471
18.0,27140.38625,-50.409,-84.94924999999999,-80.84275,0.89125,1.34375,0.017325,124.0,23.0875,701.946625,702.132,701.953625
18.1,27115.566371681416,-50.09026548672566,-83.83008849557521,-79.7150442477876,1.7168141592920354,2.6194690265486726,0.0507964601769911,122.98230088495576,23.15929203539823,701.8469026548672,702.3407079646017,701.870796460177
18.2,27092.14150943396,-50.39622641509434,-85.3566037735849,-81.26792452830189,0.8207547169811321,1.2641509433962264,0.0164150943396226,119.19811320754717,23.849056603773583,699.7669811320754,699.9443396226416,699.7745283018869
18.3,27047.4776119403,-50.85223880597015,-84.92388059701491,-80.8179104477612,0.8955223880597015,1.4477611940298507,0.0171641791044776,113.43283582089552,21.746268656716417,697.2462686567164,697.4194029850746,697.255223880597
18.4,27000.6231884058,-50.743478260869566,-84.9463768115942,-80.84347826086956,0.8695652173913043,1.4057971014492754,0.0171014492753623,115.46376811594205,24.507246376811597,696.5057971014493,696.6869565217391,696.5115942028986
18.5,26943.446153846155,-50.89846153846154,-85.61692307692309,-81.53076923076924,0.8769230769230769,1.2615384615384615,0.0152307692307692,104.76923076923076,24.6,694.9369230769231,695.1015384615384,694.943076923077
18.6,26898.44827586207,-50.584482758620695,-85.20862068965518,-81.11379310344829,0.8620689655172413,1.4310344827586208,0.0163793103448275,115.51724137931036,22.724137931034484,694.8206896551724,694.9931034482759,694.8275862068965
18.7,26862.085714285717,-51.27,-85.47142857142858,-81.3757142857143,0.8857142857142857,1.4142857142857144,0.0147142857142857,105.42857142857144,29.542857142857144,691.6257142857144,691.7957142857142,691.64
18.8,26836.30769230769,-51.2375,-85.45096153846154,-81.36442307692307,0.9134615384615384,1.4230769230769231,0.0153846153846153,102.89423076923076,25.278846153846157,690.6432692307692,690.8057692307692,690.6500000000001
18.9,26820.10714285714,-51.221428571428575,-85.41071428571429,-81.31875000000001,0.9285714285714286,1.4642857142857142,0.0166071428571428,126.63392857142856,21.473214285714285,689.6580357142857,689.8294642857143,689.6642857142857
19.0,26793.273878020715,-51.15258918296893,-85.27606444188721,-81.17974683544304,0.9182968929804372,1.432681242807825,0.0155696202531645,123.6915995397008,22.002301495972382,688.8644418872267,689.0293440736478,688.8696202531645
19.1,26791.5,-50.97391304347826,-85.61304347826086,-81.52282608695653,0.782608695652174,1.3043478260869563,0.0147826086956521,106.67391304347828,21.66304347826087,688.4445652173913,688.5978260869565,688.4478260869565
19.2,26749.701492537315,-51.24328358208955,-85.45820895522388,-81.36119402985075,0.8955223880597015,1.4029850746268655,0.0146268656716417,109.22388059701493,23.35820895522388,686.5253731343283,686.689552238806,686.534328358209
19.3,26677.72463768116,-51.33188405797102,-85.24927536231884,-81.1536231884058,0.9130434782608696,1.420289855072464,0.0147826086956521,107.8840579710145,25.65217391304348,685.2115942028985,685.368115942029,685.2159420289855
